1,0,0,1,0,0,0
2,0,0,1,1,0,0
3,0,0,1,1,0,0
4,0,0,1,1,0,0
5,0,0,0,1,0,1
6,0,0,0,1,0,1
7,0,0,0,1,0,1
8,0,0,0,1,0,1
9,0,0,0,1,0,1
10,0,0,0,1,0,1
11,0,0,0,0,0,1
12,0,1,0,0,0,1
13,0,1,0,0,0,1
14,0,1,0,0,0,1
15,0,1,0,0,0,1
16,0,1,0,0,0,1
17,0,1,0,0,0,1
18,0,1,0,0,0,1
19,0,1,0,0,0,1
20,0,1,0,0,0,1
21,0,1,0,0,0,0
22,0,0,1,0,0,0
23,0,0,1,1,0,0
24,0,0,1,1,0,0
25,0,0,1,1,0,0
26,0,0,0,1,0,1
27,0,0,0,1,0,1
28,0,0,0,1,0,1
29,0,0,0,1,0,1
30,0,0,0,1,0,1
42,0,0,1,0,0,0
43,0,0,1,1,0,0
44,0,0,1,1,0,0
45,0,0,1,1,0,0
46,0,0,0,1,0,1
47,0,0,0,1,0,1
48,0,0,0,1,0,1
61,1,0,1,0,0,0
62,0,0,1,1,0,0
63,0,0,1,1,0,0
64,0,0,1,1,0,0
65,0,0,0,1,0,1
79,1,0,1,0,0,0
80,1,0,1,1,0,0
81,0,0,1,1,0,0
82,0,0,1,1,0,0
96,1,0,1,0,0,0
97,1,0,1,1,0,0
98,1,0,1,1,0,0
99,0,0,1,1,0,0
112,1,0,1,0,0,0
113,1,0,1,1,0,0
114,1,0,1,1,0,0
115,1,0,1,1,0,0
127,1,0,1,0,0,0
128,1,0,1,1,0,0
129,1,0,1,1,0,0
130,1,0,0,1,0,0
141,1,0,1,0,0,0
142,1,0,1,1,0,0
143,1,0,1,1,0,0
144,1,0,0,1,0,0
154,1,0,1,0,0,0
155,1,0,1,1,0,0
156,1,0,1,1,0,0
157,1,0,0,1,0,0
166,1,0,1,0,0,0
167,1,0,1,1,0,0
168,1,0,1,1,0,0
169,1,0,0,1,0,0
177,1,0,1,0,0,0
178,1,0,1,1,0,0
179,1,0,0,1,0,0
180,1,0,0,1,0,0
187,1,0,1,0,0,0
188,1,0,1,1,0,0
189,1,0,0,1,0,0
190,1,0,0,1,0,0
196,1,0,1,0,0,0
197,1,0,1,1,0,0
198,1,0,0,1,0,0
199,1,0,0,1,0,0
204,1,0,1,0,0,0
205,1,0,0,1,0,0
206,1,0,0,1,0,0
207,1,0,0,1,0,0
211,1,0,1,0,0,0
212,1,0,0,1,0,0
213,1,0,0,1,0,0
214,1,0,0,1,0,0
217,1,0,1,0,0,0
218,1,0,0,1,0,0
219,1,0,0,1,0,0
220,1,0,0,1,0,0
222,1,0,0,0,0,0
223,1,0,0,1,0,0
224,1,0,0,1,0,0
225,1,0,0,1,0,0
226,1,0,0,0,0,0
227,1,0,0,1,0,0
228,1,0,0,1,0,0
229,1,0,0,0,0,0
230,1,0,0,1,0,0
231,1,0,0,0,0,0
